country,year,enscore,enero91v,ccii,gwe,gwghg
malaysia,2018,43.81764735,630.8525025,-0.88427907,-0.291295198,-3.320419078
malaysia,2019,50.0831255,318.4020018,-0.259875021,0.225765382,-1.886254802
malaysia,2020,54.44400033,686.248739,-0.359504416,-0.035937419,-1.141045675
malaysia,2021,54.86625019,1885.492227,0.222967664,0.153465181,1.245542026
malaysia,2022,58.44416533,2028.851672,-0.582447266,-0.256769537,0.202846306
malta,2011,,,,,
malta,2012,,,,,
malta,2013,,,,,
malta,2014,,,,,
malta,2015,47.720001,8.3299999,,,
malta,2016,35.189999,8.5299997,,1.6270287,-0.049447071
malta,2017,27.559999,7.1100001,,0.5705207,-0.12830052
malta,2018,28.25,5.4200001,-1.1688906,-0.81598908,-1.5017869
malta,2019,32.23,6.5100002,-0.60137528,-0.43310252,-1.0495964
malta,2020,34.610001,2.76,-0.12890914,-0.06109973,-0.84022236
malta,2021,40.41,1.88,-0.047515724,-0.58110124,0.21062426
malta,2022,40.630001,5.3499999,-0.27367032,-0.29713798,0.13488877
marshall islands,2011,,,,,
marshall islands,2012,,,,,
marshall islands,2013,,,,,
marshall islands,2014,,,,,
marshall islands,2015,,,,,
marshall islands,2016,,,,,
marshall islands,2017,,,,,
marshall islands,2018,,,,,
marshall islands,2019,,,,,
marshall islands,2020,,,,,
marshall islands,2021,,,0.43722042,,
marshall islands,2022,,,0.21880686,,
mexico,2011,44.47363663,1278.973333,-0.34384848,0.339109119,-0.101708167
mexico,2012,48.78769223,1019.257498,0.243010805,-0.650722573,0.662188083
mexico,2013,49.22230777,176.9433343,-0.206172727,-0.062140885,0.228656192
mexico,2014,46.87812513,1101.9675,-0.129460641,-0.463887679,-0.03881829
mexico,2015,51.72499975,63.65666733,-0.37589875,-0.312521517,0.201743646
mexico,2016,51.19421073,69.54666667,-0.050919882,0.064152706,0.259769313
mexico,2017,53.43850015,603.54402,-0.775956647,-0.11271338,0.303885307
mexico,2018,56.14304371,2508.512476,0.206885266,-0.32346914,1.833913404
mexico,2019,57.73124958,2284.99455,0.56734585,0.389697659,0.593189389
mexico,2020,61.29666683,2185.200659,-0.116970569,-0.082898188,0.103048894
mexico,2021,58.8256004,1902.893114,0.240269793,0.475561974,0.92884893
mexico,2022,58.43708338,1134.417854,-0.163148113,0.289820435,-0.069742994
mongolia,2011,,,,,
mongolia,2012,,,,,
mongolia,2013,,,,,
mongolia,2014,,,,,
mongolia,2015,,,,,
mongolia,2016,,,,,
mongolia,2017,,,,,
mongolia,2018,,,,,
mongolia,2019,,,,,
mongolia,2020,,,-1.2844042,,
mongolia,2021,55.290001,2829.1299,-0.29597744,,
mongolia,2022,45.369999,24210.6,-1.3762099,0.13701789,3.3048632
netherlands,2011,64.56703763,269.2153354,0.413390237,0.213043349,0.165455856
netherlands,2012,64.07285668,314.8942867,0.738753659,0.594328577,0.701227845
netherlands,2013,62.84241407,334.6538456,0.464401477,0.690485927,0.308145888
netherlands,2014,59.37069003,293.6878587,0.327137367,0.764423189,0.4372861
netherlands,2015,59.87933313,239.4739975,0.337568618,-0.016874315,0.23300974
netherlands,2016,61.04843816,385.947357,0.423196696,0.561576658,-0.959149955
netherlands,2017,61.97838714,342.6329339,0.47319009,0.402054108,0.538270347
netherlands,2018,58.6447225,496.4635051,0.686939682,0.596198981,0.31283687
netherlands,2019,59.81973739,881.0486971,0.723642439,0.649935555,0.960304414
netherlands,2020,61.84179538,915.425385,0.395616825,0.113116289,0.349354814
netherlands,2021,63.58024993,913.3733288,0.824352205,0.742181058,0.679155234
netherlands,2022,66.02394784,2038.496557,0.346492659,0.251851519,0.512184609
new zealand,2011,37.87333315,200.3450005,-0.142123928,-0.278672314,1.8641331
new zealand,2012,34.07428573,71.5014276,-0.004823036,0.447248163,0.60620229
new zealand,2013,33.84458343,68.2949985,-0.291581049,-0.32080492,0.388959695
new zealand,2014,28.45515175,83.57000156,-0.083215542,0.486205619,0.79095995
new zealand,2015,27.08285732,116.8318192,-0.147401076,-0.002905594,-0.171951766
new zealand,2016,28.68625012,99.09928547,-0.090170938,-0.472342406,0.105116
new zealand,2017,30.0691073,235.5373678,0.163377147,-0.253182994,0.344189715
new zealand,2018,35.29218191,285.0087996,0.10142547,0.007320755,-0.211719605
new zealand,2019,39.00425919,249.203333,0.301229053,0.295094262,0.139099634
new zealand,2020,43.3523636,264.4694627,-0.301849399,-0.732820012,0.113124583
new zealand,2021,47.29672731,297.8886877,0.341704034,0.450049599,0.240514433
new zealand,2022,47.15178568,324.3335001,-0.227838984,0.058574431,0.001824043
nigeria,2011,,,,,
nigeria,2012,,,-1.2427962,,
nigeria,2013,,,,,
nigeria,2014,,,,,
nigeria,2015,,,,,
nigeria,2016,,,,,
nigeria,2017,,,,,
nigeria,2018,,,,,
nigeria,2019,,,-1.5946496,,
nigeria,2020,,,-1.1237218,,
nigeria,2021,,,0.62351549,,
nigeria,2022,35.5,,0.6194126,,
norway,2011,51.55999967,460.0587491,0.048633096,-0.30822042,-0.890955314
norway,2012,54.30222217,416.7563589,0.359168243,0.154028917,0.069402402
norway,2013,53.62444456,687.9199814,-0.024637336,0.175946336,0.355462212
norway,2014,51.12947379,699.001683,0.055213505,0.261890083,0.369023008
norway,2015,52.7335004,819.6257254,0.189061076,0.130544634,0.835976234
norway,2016,51.85550041,1751.571443,0.164835765,0.509333362,0.510337755
norway,2017,54.50956512,1196.908911,0.193598707,-0.020235411,0.284668327
norway,2018,54.28256431,818.143584,0.458381957,0.572287177,0.452125804
norway,2019,59.35281977,620.6893211,0.534485282,0.216447936,0.471380933
norway,2020,59.81863648,631.0270588,0.268897279,0.117505234,0.382720474
norway,2021,61.75139528,1254.736414,0.761581219,0.666817643,0.831984679
norway,2022,61.1702439,1180.156053,0.428201688,0.602633164,0.412689778
panama,2011,7.6100001,,,,
panama,2012,7.8200002,,,0.29598206,
panama,2013,6.3099999,,,0.24708319,
panama,2014,5.54,,,0.23939221,
panama,2015,6.0100002,,,0.47031543,
panama,2016,8.7600002,,,-0.099259816,
panama,2017,3.3299999,,,0.95863378,
panama,2018,3.3299999,,,0.1559765,
panama,2019,4.75,,,0.22506408,
panama,2020,5.1799998,,,0.34335101,
panama,2021,6.3099999,,0.17895533,0.28690755,
panama,2022,5.5500002,,0.21880686,0.57392836,
peru,2011,58.360001,21.209999,-1.3042361,-1.2836723,
peru,2012,57.57,8.7200003,-0.7883102,-0.45093298,-0.71616077
peru,2013,49.740002,,-0.699170537,0.035370849,
peru,2014,18.120001,,-1.3539047,1.346374,
peru,2015,21.84,,-0.742665025,-1.4860678,
peru,2016,30.200001,,-0.63502431,-2.2214022,
peru,2017,59.73,,-0.337297535,-3.7029133,
peru,2018,66.540001,,-2.122875,-2.5242741,
peru,2019,66.730003,5.54,-1.9311756,-1.5962421,
peru,2020,86.82,5.3400002,-2.9006996,-5.1123257,-2.9500771
peru,2021,86.610001,6.3699999,-0.50819248,-0.23396361,-0.61443144
peru,2022,84.800003,9.4700003,-0.95560974,-0.41583738,-1.0027109
philippines,2011,27.32454573,87.879997,0.00023788,0.032108229,0.7521646
philippines,2012,41.85181799,363.1666723,-0.349364057,-1.436967099,0.000670386
philippines,2013,39.4416671,536.2187516,0.177732765,-0.084319214,0.000572552
philippines,2014,43.99250016,370.2012475,-0.079000545,-0.430511481,-0.527594096
philippines,2015,47.70416633,397.4883393,-0.799474745,-0.278640153,-0.231889892
philippines,2016,48.39083357,542.8500183,-0.57188761,-0.081214884,0.05278679
philippines,2017,51.84583325,2127.144276,-0.89513919,-0.487632368,0.387057783
philippines,2018,54.54999827,9616.413052,-0.95230776,0.119752659,-0.635619288
philippines,2019,55.81363564,8548.711988,-0.642479404,-0.113367035,-1.886684551
philippines,2020,56.33545473,4714.575587,0.310401275,0.227875222,-1.209580909
philippines,2021,56.20636382,4574.761271,0.306955514,0.435768439,0.49844591
philippines,2022,57.42999945,3777.761137,-0.041505728,0.039707465,0.162643138
poland,2011,27.55181809,,-1.29191353,0.742423523,
poland,2012,29.38454608,,-0.257650155,0.12436286,
poland,2013,28.33000025,,0.07239095,0.262297899,
poland,2014,24.20230761,,0.647319205,0.170647549,
poland,2015,27.68615367,,-0.26025609,-0.118524539,
poland,2016,29.61846155,,-0.482124135,-0.043084158,
poland,2017,42.02583266,,-1.10164293,-0.747792512,
poland,2018,49.37857041,763.6200033,,-0.408138346,
poland,2019,53.72785651,250.5400033,-1.5946496,-0.08623501,0.691802493
poland,2020,62.5271435,332.3049967,-1.461420706,-0.700655507,0.02531106
poland,2021,63.19312488,1641.743998,0.003908997,0.092770795,0.19083239
poland,2022,65.42749981,1177.914173,-0.600990804,-0.650137441,-0.639355573
portugal,2011,73.89222389,168.2588888,0.202845414,-0.060513568,0.078536226
portugal,2012,73.9337505,346.5771289,0.759398273,0.914176844,0.823806708
portugal,2013,73.20999963,320.8750018,0.40628301,0.739873331,0.178031284
portugal,2014,65.18250013,362.4600002,0.342981515,1.347679765,0.115216209
portugal,2015,70.13714386,439.7833187,0.482610392,0.561548323,0.553720913
portugal,2016,71.43428586,429.9416827,0.135084509,0.187132884,0.173203361
portugal,2017,64.42125038,415.2500017,0.2181937,1.001135254,0.192373982
portugal,2018,57.47090982,400.2349954,0.791921693,0.918586151,0.637704119
portugal,2019,63.36636265,847.3766666,0.636787004,0.185832913,1.16135891
portugal,2020,66.04818192,1067.920003,0.563629845,0.40893414,0.43438583
portugal,2021,70.85636401,901.6988767,0.990652477,0.375747296,0.923607241
portugal,2022,71.29181707,693.1644411,0.943079043,0.914952388,0.958131322
qatar,2011,16.67,,,,
qatar,2012,15.26,,,0.3130056,
qatar,2013,15.25,,,0.076610461,
qatar,2014,15.45,,,0.092520952,
qatar,2015,23.42,,,-0.47283953,
qatar,2016,24.459999,,,0.16029453,
qatar,2017,28.07,,-1.5816482,-1.7123657,
qatar,2018,77.169998,,-0.88427907,-5.6101365,
qatar,2019,75.400002,,-0.76198089,-0.22187109,
qatar,2020,72.699997,,-0.64495683,0.00024558,
qatar,2021,75.599998,,-0.07129629,-0.20153157,
qatar,2022,73.230003,,-0.22316866,0.43342575,
russia,2011,33.94714262,,-1.128717754,0.332417327,
russia,2012,34.975238,388.78,-0.68591685,0.082163561,
russia,2013,35.64857104,324.31,-0.123716953,0.021767347,0.27789119
russia,2014,41.013182,715.90997,-0.825771922,-0.440744403,0.17130569
russia,2015,41.12826062,555.125,-1.284883378,-0.21054418,-0.97672457
russia,2016,43.72695627,268.64999,-1.157495096,-0.350390619,-0.50264871
russia,2017,48.68782622,343.9,-0.753186593,-0.331178846,-0.6803959
russia,2018,51.41153842,2427.143298,-0.009237123,-0.153467446,-0.29135312
russia,2019,52.93520056,3293.82362,-0.196496081,0.063573027,-0.473369051
russia,2020,53.59920044,5299.590682,-0.561938376,-0.114031664,0.179135862
russia,2021,60.01473711,2605.855315,0.412982013,-0.039300012,-0.046992378
russia,2022,56.51272746,1359.717528,-0.247023548,0.550904778,-0.098324715
saudi arabia,2011,26.73,,,0.84861571,
saudi arabia,2012,56.860001,,,-2.7751637,
saudi arabia,2013,55.43,,,0.21467859,
saudi arabia,2014,66.019997,,,-1.0414513,
saudi arabia,2015,71.379997,,,-0.44190329,
saudi arabia,2016,70.610001,,,0.22694662,
saudi arabia,2017,76.290001,,,-0.31137076,
saudi arabia,2018,75.110001,,,0.45321956,
saudi arabia,2019,83.080002,,0.47247857,-0.099762864,
saudi arabia,2020,82.400002,5392.5,0.26547173,0.75024229,
saudi arabia,2021,80.389999,3474.6001,0.44156975,1.0552201,-0.32307708
saudi arabia,2022,76.779999,3456.45,1.0789528,2.0491679,1.2055686
singapore,2011,37.13111089,464.069996,-0.23481949,-0.197787376,0.93333989
singapore,2012,44.28105216,464.722843,0.304931075,-0.294324963,-0.705457885
singapore,2013,46.37105263,259.6866498,0.129425919,-0.079331928,0.429097967
singapore,2014,45.95736821,38.8900004,-0.321733907,-0.071508714,0.148928744
singapore,2015,51.95411771,59.20142783,0.05146478,-0.368655172,0.774854793
singapore,2016,55.96058841,52.76428616,-0.151035129,-0.499197178,0.499175189
singapore,2017,60.28941235,43.35714289,-0.097769079,0.118569128,0.331528855
singapore,2018,60.21235276,40.30285701,0.066797161,0.44942646,0.156299401
singapore,2019,60.69315779,710.0036543,0.264023022,0.253904154,0.124468835
singapore,2020,64.11736858,1150.764984,-0.614838741,-0.774788628,-0.416787203
singapore,2021,69.27055583,838.0000191,0.686363011,0.229500116,0.522400291
singapore,2022,68.3193336,1096.084572,0.063747559,0.419625152,0.238861892
slovenia,2011,,,-1.2942599,,
slovenia,2012,,,,,
slovenia,2013,,,,,
slovenia,2014,,,,,
slovenia,2015,,,,,
slovenia,2016,,,,,
slovenia,2017,,,,,
slovenia,2018,,,,,
slovenia,2019,,,,,
slovenia,2020,,,,,
slovenia,2021,,,,,
slovenia,2022,,,,,
south africa,2011,46.06227705,1350.862974,-0.036007378,-0.444274387,0.301836997
south africa,2012,45.50685023,1393.592573,0.420325593,0.443940112,0.497299938
south africa,2013,46.46573636,1383.76383,-3.74E-07,-0.295044388,-0.08048015
south africa,2014,48.49224792,1471.570138,0.203659705,0.062325609,0.541094251
south africa,2015,50.77387587,2005.523219,0.307136578,0.167170386,0.837524045
south africa,2016,51.74333341,1737.635354,0.228301837,0.316568428,0.020399188
south africa,2017,51.94908403,1513.005115,0.12917496,0.370612626,-0.107283431
south africa,2018,53.16169235,1785.222434,0.356729393,0.316769386,0.457559528
south africa,2019,55.14429684,1960.790259,0.39326915,0.581164712,0.622919872
south africa,2020,56.26661397,1649.11307,0.092808747,0.312479312,0.104443298
south africa,2021,57.1240321,1835.021284,0.618521,0.654063736,0.582587593
south africa,2022,57.46729736,1847.863297,-0.039471201,0.16903787,0.086917298
south korea,2011,52.92000009,272.9723679,0.097373174,0.179703863,0.372656116
south korea,2012,56.88685416,210.7061704,0.509686187,0.30553531,0.595499778
south korea,2013,55.41825005,131.217308,0.285704471,0.367764291,0.463394191
south korea,2014,54.94444437,147.9827584,0.277199131,0.374204047,0.292464963
south korea,2015,54.7473172,173.5903895,0.421826806,0.556644598,0.452195623
south korea,2016,56.61111063,194.3799957,0.328811247,0.24589442,0.631227517
south korea,2017,60.10000006,273.6932329,0.356050945,0.236833503,0.458857777
south korea,2018,63.54682927,279.8462448,0.711432237,0.314505022,0.665925148
south korea,2019,62.33764026,394.6122943,0.622507692,0.671268534,0.507010682
south korea,2020,65.27409101,882.8441067,0.151612008,0.114644056,0.372287074
south korea,2021,67.81651712,1253.692313,0.541497031,0.396467424,0.762710969
south korea,2022,71.34544404,1223.793606,0.320444765,-0.046141717,0.44928225
spain,2011,69.49243208,3056.147426,0.296696065,-0.037416288,0.448865081
spain,2012,70.61500016,23135.90551,0.685371025,0.604001541,0.731848209
spain,2013,72.40684171,511.3517936,0.669757682,0.3075349,0.590986507
spain,2014,70.88846167,628.8756695,0.635803485,0.675519952,0.584527939
spain,2015,71.36374923,678.585161,0.693078757,0.726453876,0.770456113
spain,2016,71.85731695,790.2557669,0.635375771,0.495024883,0.753187166
spain,2017,69.31933309,708.0744501,0.366847198,0.431462198,0.227446286
spain,2018,66.82811334,546.3365822,0.579812215,0.484736524,0.530953267
spain,2019,69.80358464,696.8581813,0.695058897,0.662950961,0.684385736
spain,2020,73.30942315,1036.899993,0.448169896,0.312605989,0.681784956
spain,2021,74.62040794,940.9414295,0.830621832,0.750713543,0.875869192
spain,2022,77.147708,561.0599956,0.583881001,0.220969801,0.449363015
sweden,2011,57.40658505,142.0190303,0.025944,-0.11031178,0.215518538
sweden,2012,57.36619015,111.1628111,0.446908505,0.420854873,0.293454793
sweden,2013,56.90113675,89.9566646,0.269064973,0.290408845,0.294178112
sweden,2014,57.1061699,100.2204546,0.214477935,0.168598419,-0.029908305
sweden,2015,56.8890384,118.1291675,0.165684478,0.152627052,0.342864309
sweden,2016,58.46113208,204.6889277,0.311598109,0.158355284,0.744170067
sweden,2017,57.75543881,573.5106058,0.135172107,0.126922989,0.351902709
sweden,2018,55.03733342,447.6402272,0.13823569,0.181405586,0.192385985
sweden,2019,57.27287469,466.4807536,0.348637399,0.270069195,0.337158194
sweden,2020,59.66325296,344.1467278,0.073000916,0.090273236,0.237721933
sweden,2021,60.47851863,283.821206,0.692556268,0.78030551,0.586341841
sweden,2022,61.1315066,704.1359669,0.236267473,0.252081395,0.461615783
switzerland,2011,57.80106382,268.0737504,0.065980918,-0.014195142,0.602393396
switzerland,2012,57.04754675,225.6093572,0.334619982,-0.120182898,0.522213572
switzerland,2013,58.67482116,400.8731096,-0.018375634,-0.214826605,0.483511786
switzerland,2014,59.96821403,366.3765656,0.036037005,0.118050184,0.311166811
switzerland,2015,62.62803555,468.6490464,0.068773015,0.019018416,0.197380925
switzerland,2016,63.72981882,191.2771889,0.075912229,0.271875728,0.443541087
switzerland,2017,64.11633337,196.8222252,0.079393596,0.087123508,0.307935712
switzerland,2018,60.80802756,361.8082497,0.20173797,0.195144533,0.207344644
switzerland,2019,64.27507014,496.5043692,0.240782059,0.126826125,0.247263065
switzerland,2020,65.20328788,563.4008221,-0.111243782,0.173131575,-0.082925933
switzerland,2021,68.02972211,518.3667854,0.489346223,0.301801727,0.396643246
switzerland,2022,68.73777805,713.1264723,0.122071075,0.058972608,0.308003068
taiwan,2011,36.56803287,468.2215361,-0.129969643,0.68873362,0.561989208
taiwan,2012,41.0855555,323.9166688,0.47693527,-0.049459511,0.826581551
taiwan,2013,41.81906238,148.1999997,-0.060269894,-0.011641926,0.542526397
taiwan,2014,45.58062514,194.1653824,-0.092976833,-0.172765486,0.393458611
taiwan,2015,52.36546872,350.1817693,-0.059960316,-0.38387721,0.456928699
taiwan,2016,56.82718733,379.5660054,-0.044289886,-0.097416248,0.451542507
taiwan,2017,58.93828141,372.4867958,-0.07617892,0.036762407,0.318620825
taiwan,2018,61.84863636,434.3509674,0.311598072,0.170661414,0.841726589
taiwan,2019,64.66911759,763.4561992,0.500030187,0.309600716,0.603011356
taiwan,2020,66.31130386,793.7595762,0.117333613,0.189533357,0.433242668
taiwan,2021,67.32111078,982.8290367,0.705780293,0.609196913,0.824956704
taiwan,2022,69.64324282,793.3540297,0.075074245,-0.032001381,0.2174201
thailand,2011,36.47000029,807.66999,-0.7644406,0.587869545,0.11222355
thailand,2012,43.92909083,734.3049948,-0.66324433,-0.760480572,-0.35534429
thailand,2013,43.94000039,708.753998,-0.388366517,-0.629811144,0.212436403
thailand,2014,50.34538423,637.9349998,-0.460506189,-0.658974194,-0.094055504
thailand,2015,54.86857164,773.4657174,-0.343591024,-0.31339892,-0.043891627
thailand,2016,58.15066653,1154.003336,0.047803769,-0.244611932,0.680032738
thailand,2017,61.54062475,988.7340002,0.306869101,-0.123258502,0.32991265
thailand,2018,62.06947337,1084.656642,0.287668526,-0.175720413,0.627286438
thailand,2019,60.51350056,1137.156997,0.222460197,0.352320738,0.16475323
thailand,2020,61.9330006,1862.170824,0.072393585,0.335335927,0.218523103
thailand,2021,63.59450025,1980.916434,0.519286291,0.18220653,0.823391147
thailand,2022,66.14894716,1615.950722,0.188845293,0.165803017,-0.010752162
turkey,2011,40.86166622,91.38749975,-0.186631952,0.86646334,-0.68867415
turkey,2012,46.64555578,58.65666618,0.41567515,-0.272937677,0.5818191
turkey,2013,46.89473705,120.8142857,-0.365599572,-0.153617188,0.058225425
turkey,2014,53.759,389.8929897,-0.016482416,-0.577974336,0.940498061
turkey,2015,63.2129998,176.4730091,0.345454607,-0.470194802,0.518360754
turkey,2016,64.61899965,147.8009075,0.535980092,0.295414441,0.372043725
turkey,2017,67.1690915,590.2569298,0.184698268,0.090075588,0.321425802
turkey,2018,67.81677448,682.5145156,0.554859737,0.198295589,0.247263447
turkey,2019,69.38878833,986.9422827,0.750926844,0.634625912,0.392926462
turkey,2020,75.41547588,3714.543397,0.559295486,-0.485658713,0.7009293
turkey,2021,78.93880943,5536.869981,1.030642193,0.672643133,1.712452273
turkey,2022,82.15045498,1803.348534,0.634137733,0.1218446,-1.070562846
uk,2011,49.76088328,513.2159481,0.131289884,-0.209591699,0.388214404
uk,2012,50.99411926,377.0623133,0.511254333,0.401513714,0.595467474
uk,2013,51.27209045,360.8010547,0.257188486,0.171801238,0.368052615
uk,2014,49.57049724,380.1694239,0.24152999,0.389835132,0.264973357
uk,2015,49.16172409,498.0518176,0.165088275,0.214122195,0.269742416
uk,2016,49.18924321,549.926299,0.221032846,0.357073639,0.242792271
uk,2017,48.45768191,502.8568163,0.172562966,0.235741428,0.209253929
uk,2018,48.96448929,460.1224002,0.306025391,0.24382832,0.214965125
uk,2019,51.76881408,555.2405439,0.415010149,0.186258568,0.451757415
uk,2020,54.56763922,812.7727857,0.045580169,-0.02910998,0.094012168
uk,2021,57.83595438,600.2014092,0.547972893,0.486849776,0.538063425
uk,2022,59.80175745,1449.351616,0.208665911,0.281584247,0.470911931
ukraine,2011,,,,,
ukraine,2012,,,,,
ukraine,2013,,,,,
ukraine,2014,,,,,
ukraine,2015,,,,,
ukraine,2016,,,,,
ukraine,2017,,,,,
ukraine,2018,,,,,
ukraine,2019,,,-0.26089746,,
ukraine,2020,,,-1.3216797,,
ukraine,2021,,,0.27822065,,
ukraine,2022,,,,,
united arab emirates,2011,13.25,,-2.25629,-2.4315138,
united arab emirates,2012,11.84,,,0.3130056,
united arab emirates,2013,11.79,,-2.2818155,-2.1992524,
united arab emirates,2014,74.049995,23.9,-1.2249314,-1.6551253,
united arab emirates,2015,89.6950005,45.254999,-0.73543996,-1.5936629,-0.029063564
united arab emirates,2016,89.144999,73.769997,-0.518048664,-0.16734075,-1.0364779
united arab emirates,2017,97.785001,60.094998,-0.73595627,-1.3495474,-1.2364877
united arab emirates,2018,103.225,54.835001,-0.35345227,-0.614759045,-0.40401518
united arab emirates,2019,98.454994,45.829999,-0.260897447,0.593257633,-0.37521895
united arab emirates,2020,98.3899995,44.87,-0.41938257,-0.10448915,-0.46897654
united arab emirates,2021,99.460001,63.415,-0.100422704,0.2112235,0.006627746
united arab emirates,2022,168.60001,13.38,0.19536911,-3.2298245,-0.047307812
usa,2011,46.36278217,532.4417815,0.12955184,0.049043226,0.449426093
usa,2012,48.94907439,732.2832566,0.384215329,0.2903798,0.644622826
usa,2013,48.66203022,461.4217472,0.020896921,0.051214256,0.295909834
usa,2014,48.60754005,579.0252999,-0.040693966,-0.043775181,0.114002933
usa,2015,47.79881888,783.8527253,-0.022787735,0.080047356,0.088614016
usa,2016,48.3167375,879.5654903,-0.034943385,0.000957823,0.247193781
usa,2017,50.33041364,938.4940995,0.050894323,0.04971092,0.247861566
usa,2018,53.08134259,938.6594593,0.241992629,0.011392781,0.423813498
usa,2019,56.46675011,1423.196755,0.334477631,0.207936279,0.588878423
usa,2020,59.62054781,1558.175418,-0.086300877,-0.043209095,0.27969313
usa,2021,61.90671414,1682.693487,0.475195283,0.388618965,0.507466486
usa,2022,63.63484288,1468.558346,-0.046642834,-0.014531066,0.081070218
